#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:22:00Z,52.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:22:10Z,56,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:22:20Z,57.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:22:30Z,58,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:22:40Z,59.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:22:50Z,62,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:23:00Z,64,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:23:10Z,65.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:23:20Z,68,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:23:30Z,68,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:23:40Z,72,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:24:00Z,75.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:24:10Z,75,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:24:20Z,75,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:24:30Z,76,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:24:40Z,77,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:25:10Z,80,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:25:20Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:25:30Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:25:40Z,94,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:26:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:26:10Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:26:20Z,85,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:26:40Z,88.66666666666667,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:27:00Z,84.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:27:50Z,85.8,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:28:00Z,86.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:28:10Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:28:20Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:28:30Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:29:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:29:10Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:29:40Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:29:50Z,88.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:30:00Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:30:10Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:30:20Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:30:30Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:30:40Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:30:50Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:31:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:31:10Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:31:20Z,88.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:31:30Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:31:40Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:32:00Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:32:10Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:32:20Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:32:30Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:32:40Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:32:50Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:33:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:33:10Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:33:20Z,86.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:33:40Z,86.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:34:00Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:34:10Z,87.25,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:34:20Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:34:30Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:34:40Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:34:50Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:35:10Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:35:20Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:35:30Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:36:30Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:36:40Z,86,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:36:50Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:37:00Z,90.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:37:10Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:37:20Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:37:30Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:37:50Z,86,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:38:00Z,86.4,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:38:10Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:38:20Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:38:30Z,86,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:38:40Z,86,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:38:50Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:39:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:39:10Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:39:20Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:39:30Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:39:40Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:40:10Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:40:20Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:40:40Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:40:50Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:41:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:41:20Z,86,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:41:30Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:41:40Z,87.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:41:50Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:42:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:42:30Z,87.2,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:42:50Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:43:00Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:43:10Z,86,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:43:40Z,86.4,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:43:50Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:44:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:44:20Z,86.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:44:30Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:44:40Z,89.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:44:50Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:45:00Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:45:20Z,88.33333333333333,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:45:30Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:45:40Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:45:50Z,88.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:46:00Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:46:10Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:46:20Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:46:30Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:46:40Z,87,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:46:50Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:47:00Z,88.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:47:10Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:47:20Z,88,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:47:30Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:47:40Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:47:50Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:48:00Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:48:10Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:48:20Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:48:30Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:48:40Z,89,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:48:50Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:49:00Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:49:10Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:49:20Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:49:30Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:49:40Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:49:50Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:50:00Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:50:10Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:50:20Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:50:30Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:50:40Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:50:50Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:51:00Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:51:10Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:51:20Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:51:30Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:51:40Z,90,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:51:50Z,91,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:52:10Z,91.66666666666667,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:52:20Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:52:30Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:52:40Z,93,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:52:50Z,93,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:53:00Z,93,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:53:10Z,93.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:53:20Z,94,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:53:30Z,93,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:53:40Z,93,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:53:50Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:54:00Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:54:10Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:54:20Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:54:30Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:54:40Z,91.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:54:50Z,91,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:55:00Z,92,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:55:10Z,92.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:55:20Z,93,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:55:30Z,94.5,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:55:40Z,95,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:55:50Z,95,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:56:00Z,95,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:56:10Z,95,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:56:20Z,95,0x5,OBD
,,0,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:56:30Z,95,0x5,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:16:50Z,188,0xc,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:17:00Z,188,0xc,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:17:10Z,188,0xc,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:17:20Z,925.5,0xc,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:17:30Z,935,0xc,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:17:40Z,918,0xc,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:17:50Z,907,0xc,OBD
,,1,2023-05-15T14:07:51.298137827Z,2023-05-15T15:07:51.298137827Z,2023-05-15T14:18:00Z,886.5,0xc,OBD
