#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:39:20Z,4913.9652,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:39:25Z,4913.9652,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:39:50Z,4913.9652,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:40:05Z,4913.9635,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:40:15Z,4913.9636,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:40:30Z,4913.9636,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:40:45Z,4913.9636,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:40:50Z,4913.9556,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:41:00Z,4913.9556,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:41:25Z,4913.9593,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:41:45Z,4913.9627,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:41:50Z,4913.9627,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:42:00Z,4913.9611,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:42:30Z,4913.9608,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:42:35Z,4913.97,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:42:45Z,4913.9694,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:42:55Z,4913.9694,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:43:05Z,4913.9694,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:43:15Z,4913.9764,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:43:25Z,4913.9718,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:43:40Z,4913.9718,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:44:00Z,4913.9433,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:44:10Z,4913.9433,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:44:30Z,4913.9677,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:44:35Z,4913.9647,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:44:45Z,4913.9647,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:45:00Z,4913.9616,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:45:05Z,4913.9569,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:45:15Z,4913.9569,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:45:30Z,4913.9613,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:45:40Z,4913.9631,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:46:00Z,4913.96135,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:46:10Z,4913.9613,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:46:25Z,4913.9613,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:46:35Z,4913.9585,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:47:00Z,4913.9609,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:47:05Z,4913.9609,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:47:15Z,4913.9609,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:47:30Z,4913.9609,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:47:40Z,4913.8961,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:47:55Z,4913.8919,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:48:10Z,4913.8919,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:48:40Z,4913.7153,lat,location
,,0,2023-05-10T12:12:42.571693991Z,2023-06-09T12:12:42.571693991Z,2023-05-21T14:48:50Z,4913.7096,lat,location
