#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:33:00Z,29,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:34:00Z,29,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:35:00Z,29,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:36:00Z,29,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:40:00Z,28,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:41:00Z,31.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:42:00Z,46.4,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:43:00Z,57.333333333333336,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:44:00Z,65.6,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:45:00Z,73.2,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:46:00Z,79,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:47:00Z,84.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:48:00Z,89.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:49:00Z,89.25,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:50:00Z,87.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:51:00Z,87.33333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:52:00Z,87.33333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:53:00Z,89,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:54:00Z,88.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:55:00Z,88.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:56:00Z,91.33333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:57:00Z,92,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:58:00Z,93,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:59:00Z,91.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:00:00Z,90,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:01:00Z,89.75,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:02:00Z,90,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:03:00Z,90,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:04:00Z,90,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:05:00Z,89.6,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:06:00Z,90.33333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:07:00Z,92.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:08:00Z,89.66666666666667,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:09:00Z,88.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:10:00Z,89.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:11:00Z,90.66666666666667,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:12:00Z,87.75,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:13:00Z,87.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:14:00Z,87.75,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:15:00Z,88.75,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:16:00Z,89.25,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:17:00Z,87.25,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:18:00Z,87.6,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:19:00Z,89,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:20:00Z,89.2,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:21:00Z,88.25,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:22:00Z,90.83333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:23:00Z,93,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:24:00Z,91.83333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:25:00Z,88.2,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:26:00Z,89.66666666666667,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:27:00Z,88.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:28:00Z,88.83333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:29:00Z,89,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:30:00Z,88,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:31:00Z,89,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:32:00Z,90,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:33:00Z,90.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:34:00Z,89,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:35:00Z,88.25,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:36:00Z,89,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:37:00Z,90,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:38:00Z,90.6,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:39:00Z,91.75,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:40:00Z,91.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:41:00Z,91,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:42:00Z,90.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:43:00Z,91,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:44:00Z,91.33333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:45:00Z,92.25,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:46:00Z,89.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:47:00Z,86.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:48:00Z,87,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:49:00Z,87.33333333333333,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:50:00Z,87.66666666666667,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:51:00Z,88.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:52:00Z,88,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:53:00Z,87.5,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:54:00Z,87.4,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:55:00Z,87.66666666666667,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:56:00Z,87.8,coolant_temp,OBD
,,0,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T15:57:00Z,88,coolant_temp,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:33:00Z,200,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:34:00Z,200,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:35:00Z,200,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T13:36:00Z,200,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:40:00Z,198,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:41:00Z,901.8,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:42:00Z,877.8,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:43:00Z,799,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:44:00Z,800.4,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:45:00Z,800.2,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:46:00Z,799.8,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:47:00Z,1014.25,engine_rpm,OBD
,,1,2023-05-21T10:24:28.140019805Z,2023-05-21T16:24:28.140019805Z,2023-05-21T14:48:00Z,1499.4,engine_rpm,OBD
