#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:32:45Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:32:50Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:00Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:05Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:10Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:15Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:25Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:30Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:40Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:45Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:33:50Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:00Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:05Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:10Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:20Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:25Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:30Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:40Z,29,coolant_temp,OBD
,,0,2023-05-10T13:16:19.113912987Z,2023-06-09T13:16:19.113912987Z,2023-05-21T13:34:45Z,29,coolant_temp,OBD
